case,forecast_method,information_available_through_delivery_timestamp,commitment_protocol,delivery_timestamp,lead_hour,forecast_price,realized_price,error
DK1 day-ahead block,seasonal_mean,2019-07-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-28 18:00:00+00:00,19,34.943106267029975,40.3,-5.356893732970022
DK1 day-ahead block,seasonal_mean,2019-07-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-28 19:00:00+00:00,20,32.7116553133515,40.87,-8.158344686648498
DK1 day-ahead block,seasonal_mean,2019-07-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-28 20:00:00+00:00,21,30.760006811989104,41.46,-10.699993188010897
DK1 day-ahead block,seasonal_mean,2019-07-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-28 21:00:00+00:00,22,28.294509536784737,39.01,-10.71549046321526
DK1 day-ahead block,seasonal_mean,2019-07-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-28 22:00:00+00:00,23,25.962581743869208,35.77,-9.807418256130795
DK1 day-ahead block,seasonal_mean,2019-07-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-28 23:00:00+00:00,24,24.677622615803816,34.05,-9.37237738419618
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 00:00:00+00:00,1,23.920688010899184,33.73,-9.809311989100813
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 01:00:00+00:00,2,23.44265667574932,34.37,-10.927343324250678
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 02:00:00+00:00,3,23.54290190735695,34.8,-11.257098092643048
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 03:00:00+00:00,4,24.78192098092643,35.43,-10.64807901907357
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 04:00:00+00:00,5,28.35148501362398,40.75,-12.398514986376021
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 05:00:00+00:00,6,32.68617847411444,51.95,-19.26382152588556
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 06:00:00+00:00,7,36.225395095367844,57.4,-21.174604904632155
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 07:00:00+00:00,8,36.58802452316076,51.51,-14.921975476839236
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 08:00:00+00:00,9,35.5291757493188,48.84,-13.3108242506812
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 09:00:00+00:00,10,34.54130108991826,48.29,-13.748698910081742
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 10:00:00+00:00,11,33.0616621253406,47.35,-14.288337874659405
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 11:00:00+00:00,12,31.92940054495913,45.72,-13.79059945504087
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 12:00:00+00:00,13,31.17824250681199,45.3,-14.121757493188007
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 13:00:00+00:00,14,31.00907356948229,45.13,-14.120926430517713
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 14:00:00+00:00,15,31.523358310626705,44.95,-13.426641689373298
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 15:00:00+00:00,16,34.01032697547684,45.21,-11.199673024523157
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 16:00:00+00:00,17,36.808385558583105,49.5,-12.691614441416895
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 17:00:00+00:00,18,36.89807901907357,60.74,-23.84192098092643
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 18:00:00+00:00,19,34.943106267029975,60.5,-25.556893732970025
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 19:00:00+00:00,20,32.7116553133515,53.23,-20.518344686648497
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 20:00:00+00:00,21,30.760006811989104,49.38,-18.6199931880109
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 21:00:00+00:00,22,28.294509536784737,43.25,-14.955490463215263
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 22:00:00+00:00,23,25.962581743869208,38.8,-12.837418256130789
DK1 day-ahead block,seasonal_mean,2019-07-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-29 23:00:00+00:00,24,24.677622615803816,38.35,-13.672377384196185
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 00:00:00+00:00,1,23.920688010899184,38.16,-14.239311989100813
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 01:00:00+00:00,2,23.44265667574932,38.0,-14.557343324250681
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 02:00:00+00:00,3,23.54290190735695,38.16,-14.617098092643047
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 03:00:00+00:00,4,24.78192098092643,39.54,-14.75807901907357
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 04:00:00+00:00,5,28.35148501362398,48.5,-20.14851498637602
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 05:00:00+00:00,6,32.68617847411444,54.98,-22.293821525885555
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 06:00:00+00:00,7,36.225395095367844,56.16,-19.934604904632153
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 07:00:00+00:00,8,36.58802452316076,54.25,-17.66197547683924
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 08:00:00+00:00,9,35.5291757493188,49.9,-14.370824250681196
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 09:00:00+00:00,10,34.54130108991826,45.96,-11.418698910081744
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 10:00:00+00:00,11,33.0616621253406,41.75,-8.688337874659403
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 11:00:00+00:00,12,31.92940054495913,40.65,-8.720599455040869
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 12:00:00+00:00,13,31.17824250681199,40.0,-8.82175749318801
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 13:00:00+00:00,14,31.00907356948229,39.95,-8.940926430517713
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 14:00:00+00:00,15,31.523358310626705,39.78,-8.256641689373296
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 15:00:00+00:00,16,34.01032697547684,42.04,-8.029673024523156
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 16:00:00+00:00,17,36.808385558583105,46.91,-10.101614441416892
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 17:00:00+00:00,18,36.89807901907357,53.66,-16.761920980926426
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 18:00:00+00:00,19,34.943106267029975,52.99,-18.046893732970027
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 19:00:00+00:00,20,32.7116553133515,47.88,-15.168344686648503
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 20:00:00+00:00,21,30.760006811989104,43.66,-12.899993188010892
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 21:00:00+00:00,22,28.294509536784737,38.66,-10.36549046321526
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 22:00:00+00:00,23,25.962581743869208,37.98,-12.017418256130789
DK1 day-ahead block,seasonal_mean,2019-07-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-30 23:00:00+00:00,24,24.677622615803816,37.54,-12.862377384196183
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 00:00:00+00:00,1,23.920688010899184,35.98,-12.059311989100813
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 01:00:00+00:00,2,23.44265667574932,35.78,-12.337343324250682
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 02:00:00+00:00,3,23.54290190735695,36.19,-12.647098092643049
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 03:00:00+00:00,4,24.78192098092643,38.0,-13.21807901907357
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 04:00:00+00:00,5,28.35148501362398,44.12,-15.768514986376019
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 05:00:00+00:00,6,32.68617847411444,61.11,-28.423821525885558
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 06:00:00+00:00,7,36.225395095367844,61.94,-25.714604904632154
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 07:00:00+00:00,8,36.58802452316076,59.78,-23.19197547683924
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 08:00:00+00:00,9,35.5291757493188,51.47,-15.940824250681196
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 09:00:00+00:00,10,34.54130108991826,50.71,-16.168698910081744
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 10:00:00+00:00,11,33.0616621253406,47.7,-14.638337874659406
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 11:00:00+00:00,12,31.92940054495913,45.83,-13.900599455040869
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 12:00:00+00:00,13,31.17824250681199,44.01,-12.831757493188007
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 13:00:00+00:00,14,31.00907356948229,43.17,-12.160926430517712
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 14:00:00+00:00,15,31.523358310626705,43.21,-11.686641689373296
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 15:00:00+00:00,16,34.01032697547684,47.9,-13.889673024523155
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 16:00:00+00:00,17,36.808385558583105,52.02,-15.211614441416899
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 17:00:00+00:00,18,36.89807901907357,55.93,-19.03192098092643
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 18:00:00+00:00,19,34.943106267029975,65.71,-30.76689373297002
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 19:00:00+00:00,20,32.7116553133515,69.95,-37.2383446866485
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 20:00:00+00:00,21,30.760006811989104,54.51,-23.749993188010894
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 21:00:00+00:00,22,28.294509536784737,42.62,-14.32549046321526
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 22:00:00+00:00,23,25.962581743869208,39.0,-13.037418256130792
DK1 day-ahead block,seasonal_mean,2019-07-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-07-31 23:00:00+00:00,24,24.677622615803816,37.07,-12.392377384196184
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 00:00:00+00:00,1,23.920688010899184,37.44,-13.519311989100814
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 01:00:00+00:00,2,23.44265667574932,37.26,-13.817343324250679
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 02:00:00+00:00,3,23.54290190735695,37.37,-13.827098092643048
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 03:00:00+00:00,4,24.78192098092643,37.54,-12.75807901907357
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 04:00:00+00:00,5,28.35148501362398,41.93,-13.578514986376021
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 05:00:00+00:00,6,32.68617847411444,46.92,-14.23382152588556
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 06:00:00+00:00,7,36.225395095367844,46.81,-10.584604904632158
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 07:00:00+00:00,8,36.58802452316076,42.43,-5.841975476839238
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 08:00:00+00:00,9,35.5291757493188,40.83,-5.300824250681195
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 09:00:00+00:00,10,34.54130108991826,40.83,-6.288698910081742
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 10:00:00+00:00,11,33.0616621253406,40.49,-7.428337874659405
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 11:00:00+00:00,12,31.92940054495913,40.54,-8.61059945504087
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 12:00:00+00:00,13,31.17824250681199,40.2,-9.021757493188012
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 13:00:00+00:00,14,31.00907356948229,40.11,-9.10092643051771
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 14:00:00+00:00,15,31.523358310626705,40.15,-8.626641689373294
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 15:00:00+00:00,16,34.01032697547684,45.33,-11.319673024523155
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 16:00:00+00:00,17,36.808385558583105,55.96,-19.151614441416896
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 17:00:00+00:00,18,36.89807901907357,64.94,-28.041920980926427
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 18:00:00+00:00,19,34.943106267029975,68.07,-33.12689373297002
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 19:00:00+00:00,20,32.7116553133515,59.36,-26.6483446866485
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 20:00:00+00:00,21,30.760006811989104,51.53,-20.769993188010897
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 21:00:00+00:00,22,28.294509536784737,44.54,-16.245490463215262
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 22:00:00+00:00,23,25.962581743869208,40.0,-14.037418256130792
DK1 day-ahead block,seasonal_mean,2019-07-31 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-01 23:00:00+00:00,24,24.677622615803816,38.89,-14.212377384196184
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 00:00:00+00:00,1,23.920688010899184,38.2,-14.279311989100819
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 01:00:00+00:00,2,23.44265667574932,37.93,-14.48734332425068
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 02:00:00+00:00,3,23.54290190735695,38.1,-14.557098092643052
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 03:00:00+00:00,4,24.78192098092643,40.72,-15.93807901907357
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 04:00:00+00:00,5,28.35148501362398,48.0,-19.64851498637602
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 05:00:00+00:00,6,32.68617847411444,47.96,-15.273821525885559
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 06:00:00+00:00,7,36.225395095367844,49.46,-13.234604904632157
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 07:00:00+00:00,8,36.58802452316076,50.47,-13.881975476839237
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 08:00:00+00:00,9,35.5291757493188,47.95,-12.4208242506812
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 09:00:00+00:00,10,34.54130108991826,44.96,-10.418698910081744
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 10:00:00+00:00,11,33.0616621253406,42.31,-9.248337874659406
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 11:00:00+00:00,12,31.92940054495913,41.28,-9.350599455040872
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 12:00:00+00:00,13,31.17824250681199,40.12,-8.941757493188007
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 13:00:00+00:00,14,31.00907356948229,40.22,-9.21092643051771
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 14:00:00+00:00,15,31.523358310626705,41.46,-9.936641689373296
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 15:00:00+00:00,16,34.01032697547684,44.09,-10.07967302452316
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 16:00:00+00:00,17,36.808385558583105,45.95,-9.141614441416898
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 17:00:00+00:00,18,36.89807901907357,49.51,-12.611920980926428
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 18:00:00+00:00,19,34.943106267029975,49.0,-14.056893732970025
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 19:00:00+00:00,20,32.7116553133515,47.17,-14.458344686648502
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 20:00:00+00:00,21,30.760006811989104,43.96,-13.199993188010897
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 21:00:00+00:00,22,28.294509536784737,41.12,-12.82549046321526
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 22:00:00+00:00,23,25.962581743869208,38.96,-12.997418256130793
DK1 day-ahead block,seasonal_mean,2019-08-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-02 23:00:00+00:00,24,24.677622615803816,38.16,-13.48237738419618
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 00:00:00+00:00,1,23.920688010899184,38.05,-14.129311989100813
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 01:00:00+00:00,2,23.44265667574932,37.74,-14.297343324250683
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 02:00:00+00:00,3,23.54290190735695,37.66,-14.117098092643047
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 03:00:00+00:00,4,24.78192098092643,37.87,-13.088079019073568
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 04:00:00+00:00,5,28.35148501362398,38.11,-9.75851498637602
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 05:00:00+00:00,6,32.68617847411444,38.41,-5.723821525885555
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 06:00:00+00:00,7,36.225395095367844,38.97,-2.744604904632155
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 07:00:00+00:00,8,36.58802452316076,39.73,-3.141975476839235
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 08:00:00+00:00,9,35.5291757493188,39.87,-4.3408242506811945
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 09:00:00+00:00,10,34.54130108991826,39.61,-5.068698910081743
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 10:00:00+00:00,11,33.0616621253406,39.42,-6.358337874659405
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 11:00:00+00:00,12,31.92940054495913,39.14,-7.210599455040871
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 12:00:00+00:00,13,31.17824250681199,38.95,-7.771757493188012
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 13:00:00+00:00,14,31.00907356948229,38.91,-7.900926430517707
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 14:00:00+00:00,15,31.523358310626705,38.89,-7.366641689373296
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 15:00:00+00:00,16,34.01032697547684,38.96,-4.9496730245231575
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 16:00:00+00:00,17,36.808385558583105,39.75,-2.9416144414168954
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 17:00:00+00:00,18,36.89807901907357,41.08,-4.181920980926428
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 18:00:00+00:00,19,34.943106267029975,41.02,-6.076893732970028
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 19:00:00+00:00,20,32.7116553133515,41.58,-8.868344686648499
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 20:00:00+00:00,21,30.760006811989104,41.96,-11.199993188010897
DK1 day-ahead block,seasonal_mean,2019-08-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-08-03 21:00:00+00:00,22,28.294509536784737,39.47,-11.175490463215262
