case,forecast_method,information_available_through_delivery_timestamp,commitment_protocol,delivery_timestamp,lead_hour,forecast_price,realized_price,error
DK1 day-ahead block,persistence,2019-11-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-28 14:00:00+00:00,15,43.41,42.08,1.3299999999999983
DK1 day-ahead block,persistence,2019-11-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-28 15:00:00+00:00,16,43.71,42.07,1.6400000000000006
DK1 day-ahead block,persistence,2019-11-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-28 16:00:00+00:00,17,46.6,42.01,4.590000000000003
DK1 day-ahead block,persistence,2019-11-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-28 17:00:00+00:00,18,43.38,41.58,1.8000000000000043
DK1 day-ahead block,persistence,2019-11-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-28 18:00:00+00:00,19,39.1,40.93,-1.8299999999999983
DK1 day-ahead block,persistence,2019-11-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-28 19:00:00+00:00,20,41.18,40.43,0.75
DK1 day-ahead block,persistence,2019-11-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-28 20:00:00+00:00,21,40.71,39.88,0.8299999999999983
DK1 day-ahead block,persistence,2019-11-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-28 21:00:00+00:00,22,40.01,28.46,11.549999999999997
DK1 day-ahead block,persistence,2019-11-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-28 22:00:00+00:00,23,38.29,25.17,13.119999999999997
DK1 day-ahead block,persistence,2019-11-27 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-28 23:00:00+00:00,24,37.9,23.95,13.95
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 00:00:00+00:00,1,36.43,21.27,15.16
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 01:00:00+00:00,2,35.99,11.79,24.200000000000003
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 02:00:00+00:00,3,36.18,14.2,21.98
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 03:00:00+00:00,4,37.72,27.56,10.16
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 04:00:00+00:00,5,40.01,27.5,12.509999999999998
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 05:00:00+00:00,6,41.02,39.86,1.1600000000000037
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 06:00:00+00:00,7,42.83,45.08,-2.25
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 07:00:00+00:00,8,43.1,45.89,-2.789999999999999
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 08:00:00+00:00,9,42.73,42.69,0.03999999999999915
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 09:00:00+00:00,10,42.8,42.42,0.37999999999999545
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 10:00:00+00:00,11,42.52,42.29,0.23000000000000398
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 11:00:00+00:00,12,43.29,41.65,1.6400000000000006
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 12:00:00+00:00,13,43.02,42.22,0.8000000000000043
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 13:00:00+00:00,14,42.43,42.48,-0.04999999999999716
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 14:00:00+00:00,15,42.08,47.56,-5.480000000000004
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 15:00:00+00:00,16,42.07,43.91,-1.8399999999999963
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 16:00:00+00:00,17,42.01,52.75,-10.740000000000002
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 17:00:00+00:00,18,41.58,54.03,-12.450000000000003
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 18:00:00+00:00,19,40.93,49.13,-8.200000000000003
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 19:00:00+00:00,20,40.43,42.27,-1.8400000000000034
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 20:00:00+00:00,21,39.88,41.41,-1.529999999999994
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 21:00:00+00:00,22,28.46,42.24,-13.780000000000001
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 22:00:00+00:00,23,25.17,39.28,-14.11
DK1 day-ahead block,persistence,2019-11-28 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-29 23:00:00+00:00,24,23.95,36.29,-12.34
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 00:00:00+00:00,1,21.27,35.96,-14.690000000000001
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 01:00:00+00:00,2,11.79,35.99,-24.200000000000003
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 02:00:00+00:00,3,14.2,35.39,-21.19
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 03:00:00+00:00,4,27.56,35.39,-7.830000000000002
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 04:00:00+00:00,5,27.5,36.03,-8.530000000000001
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 05:00:00+00:00,6,39.86,36.56,3.299999999999997
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 06:00:00+00:00,7,45.08,39.07,6.009999999999998
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 07:00:00+00:00,8,45.89,42.29,3.6000000000000014
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 08:00:00+00:00,9,42.69,45.35,-2.6600000000000037
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 09:00:00+00:00,10,42.42,44.0,-1.5799999999999983
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 10:00:00+00:00,11,42.29,42.7,-0.4100000000000037
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 11:00:00+00:00,12,41.65,41.5,0.14999999999999858
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 12:00:00+00:00,13,42.22,40.77,1.4499999999999957
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 13:00:00+00:00,14,42.48,41.14,1.3399999999999963
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 14:00:00+00:00,15,47.56,43.02,4.539999999999999
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 15:00:00+00:00,16,43.91,48.76,-4.850000000000001
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 16:00:00+00:00,17,52.75,52.9,-0.14999999999999858
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 17:00:00+00:00,18,54.03,53.1,0.9299999999999997
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 18:00:00+00:00,19,49.13,50.01,-0.8799999999999955
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 19:00:00+00:00,20,42.27,47.35,-5.079999999999998
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 20:00:00+00:00,21,41.41,42.42,-1.0100000000000051
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 21:00:00+00:00,22,42.24,41.94,0.30000000000000426
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 22:00:00+00:00,23,39.28,40.13,-0.8500000000000014
DK1 day-ahead block,persistence,2019-11-29 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-11-30 23:00:00+00:00,24,36.29,38.55,-2.259999999999998
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 00:00:00+00:00,1,35.96,37.07,-1.1099999999999994
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 01:00:00+00:00,2,35.99,36.26,-0.269999999999996
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 02:00:00+00:00,3,35.39,35.93,-0.5399999999999991
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 03:00:00+00:00,4,35.39,35.86,-0.46999999999999886
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 04:00:00+00:00,5,36.03,35.92,0.10999999999999943
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 05:00:00+00:00,6,36.56,36.13,0.4299999999999997
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 06:00:00+00:00,7,39.07,37.04,2.030000000000001
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 07:00:00+00:00,8,42.29,38.74,3.549999999999997
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 08:00:00+00:00,9,45.35,42.12,3.230000000000004
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 09:00:00+00:00,10,44.0,44.77,-0.7700000000000031
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 10:00:00+00:00,11,42.7,48.0,-5.299999999999997
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 11:00:00+00:00,12,41.5,48.15,-6.649999999999999
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 12:00:00+00:00,13,40.77,45.76,-4.989999999999995
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 13:00:00+00:00,14,41.14,44.7,-3.5600000000000023
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 14:00:00+00:00,15,43.02,44.98,-1.9599999999999937
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 15:00:00+00:00,16,48.76,47.79,0.9699999999999989
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 16:00:00+00:00,17,52.9,50.45,2.4499999999999957
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 17:00:00+00:00,18,53.1,52.4,0.7000000000000028
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 18:00:00+00:00,19,50.01,50.1,-0.09000000000000341
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 19:00:00+00:00,20,47.35,43.5,3.8500000000000014
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 20:00:00+00:00,21,42.42,42.07,0.3500000000000014
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 21:00:00+00:00,22,41.94,39.9,2.039999999999999
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 22:00:00+00:00,23,40.13,37.83,2.3000000000000043
DK1 day-ahead block,persistence,2019-11-30 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-01 23:00:00+00:00,24,38.55,36.03,2.519999999999996
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 00:00:00+00:00,1,37.07,36.93,0.14000000000000057
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 01:00:00+00:00,2,36.26,35.4,0.8599999999999994
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 02:00:00+00:00,3,35.93,34.46,1.4699999999999989
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 03:00:00+00:00,4,35.86,35.4,0.46000000000000085
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 04:00:00+00:00,5,35.92,36.3,-0.37999999999999545
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 05:00:00+00:00,6,36.13,44.72,-8.589999999999996
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 06:00:00+00:00,7,37.04,52.97,-15.93
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 07:00:00+00:00,8,38.74,54.58,-15.839999999999996
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 08:00:00+00:00,9,42.12,54.09,-11.970000000000006
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 09:00:00+00:00,10,44.77,45.9,-1.1299999999999955
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 10:00:00+00:00,11,48.0,43.59,4.409999999999997
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 11:00:00+00:00,12,48.15,41.96,6.189999999999998
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 12:00:00+00:00,13,45.76,42.87,2.8900000000000006
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 13:00:00+00:00,14,44.7,49.0,-4.299999999999997
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 14:00:00+00:00,15,44.98,52.95,-7.970000000000006
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 15:00:00+00:00,16,47.79,53.93,-6.140000000000001
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 16:00:00+00:00,17,50.45,57.23,-6.779999999999994
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 17:00:00+00:00,18,52.4,55.18,-2.780000000000001
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 18:00:00+00:00,19,50.1,55.5,-5.399999999999999
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 19:00:00+00:00,20,43.5,54.43,-10.93
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 20:00:00+00:00,21,42.07,49.33,-7.259999999999998
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 21:00:00+00:00,22,39.9,44.89,-4.990000000000002
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 22:00:00+00:00,23,37.83,40.58,-2.75
DK1 day-ahead block,persistence,2019-12-01 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-02 23:00:00+00:00,24,36.03,40.19,-4.159999999999997
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 00:00:00+00:00,1,36.93,39.74,-2.8100000000000023
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 01:00:00+00:00,2,35.4,39.5,-4.100000000000001
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 02:00:00+00:00,3,34.46,38.5,-4.039999999999999
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 03:00:00+00:00,4,35.4,39.49,-4.090000000000003
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 04:00:00+00:00,5,36.3,42.81,-6.510000000000005
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 05:00:00+00:00,6,44.72,55.07,-10.350000000000001
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 06:00:00+00:00,7,52.97,67.28,-14.310000000000002
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 07:00:00+00:00,8,54.58,76.47,-21.89
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 08:00:00+00:00,9,54.09,71.0,-16.909999999999997
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 09:00:00+00:00,10,45.9,60.49,-14.590000000000003
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 10:00:00+00:00,11,43.59,59.31,-15.719999999999999
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 11:00:00+00:00,12,41.96,55.24,-13.280000000000001
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 12:00:00+00:00,13,42.87,49.22,-6.350000000000001
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 13:00:00+00:00,14,49.0,49.16,-0.1599999999999966
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 14:00:00+00:00,15,52.95,49.13,3.8200000000000003
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 15:00:00+00:00,16,53.93,49.18,4.75
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 16:00:00+00:00,17,57.23,55.84,1.3899999999999935
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 17:00:00+00:00,18,55.18,48.57,6.609999999999999
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 18:00:00+00:00,19,55.5,42.49,13.009999999999998
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 19:00:00+00:00,20,54.43,41.31,13.119999999999997
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 20:00:00+00:00,21,49.33,40.67,8.659999999999997
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 21:00:00+00:00,22,44.89,39.23,5.660000000000004
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 22:00:00+00:00,23,40.58,37.05,3.530000000000001
DK1 day-ahead block,persistence,2019-12-02 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-03 23:00:00+00:00,24,40.19,35.0,5.189999999999998
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 00:00:00+00:00,1,39.74,35.0,4.740000000000002
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 01:00:00+00:00,2,39.5,35.24,4.259999999999998
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 02:00:00+00:00,3,38.5,35.58,2.9200000000000017
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 03:00:00+00:00,4,39.49,36.29,3.200000000000003
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 04:00:00+00:00,5,42.81,37.51,5.300000000000004
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 05:00:00+00:00,6,55.07,42.69,12.380000000000003
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 06:00:00+00:00,7,67.28,53.4,13.880000000000003
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 07:00:00+00:00,8,76.47,54.76,21.71
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 08:00:00+00:00,9,71.0,51.47,19.53
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 09:00:00+00:00,10,60.49,46.34,14.149999999999999
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 10:00:00+00:00,11,59.31,44.99,14.32
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 11:00:00+00:00,12,55.24,43.81,11.43
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 12:00:00+00:00,13,49.22,47.99,1.2299999999999969
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 13:00:00+00:00,14,49.16,53.69,-4.530000000000001
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 14:00:00+00:00,15,49.13,56.9,-7.769999999999996
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 15:00:00+00:00,16,49.18,61.19,-12.009999999999998
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 16:00:00+00:00,17,55.84,70.6,-14.759999999999991
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 17:00:00+00:00,18,48.57,60.06,-11.490000000000002
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 18:00:00+00:00,19,42.49,48.52,-6.030000000000001
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 19:00:00+00:00,20,41.31,40.45,0.8599999999999994
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 20:00:00+00:00,21,40.67,40.01,0.6600000000000037
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 21:00:00+00:00,22,39.23,40.63,-1.4000000000000057
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 22:00:00+00:00,23,37.05,37.57,-0.5200000000000031
DK1 day-ahead block,persistence,2019-12-03 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-04 23:00:00+00:00,24,35.0,36.16,-1.1599999999999966
DK1 day-ahead block,persistence,2019-12-04 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-05 00:00:00+00:00,1,35.0,35.73,-0.7299999999999969
DK1 day-ahead block,persistence,2019-12-04 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-05 01:00:00+00:00,2,35.24,35.86,-0.6199999999999974
DK1 day-ahead block,persistence,2019-12-04 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-05 02:00:00+00:00,3,35.58,35.75,-0.1700000000000017
DK1 day-ahead block,persistence,2019-12-04 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-05 03:00:00+00:00,4,36.29,35.56,0.7299999999999969
DK1 day-ahead block,persistence,2019-12-04 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-05 04:00:00+00:00,5,37.51,36.0,1.509999999999998
DK1 day-ahead block,persistence,2019-12-04 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-05 05:00:00+00:00,6,42.69,37.14,5.549999999999997
DK1 day-ahead block,persistence,2019-12-04 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-05 06:00:00+00:00,7,53.4,48.3,5.100000000000001
DK1 day-ahead block,persistence,2019-12-04 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-05 07:00:00+00:00,8,54.76,54.09,0.6699999999999946
DK1 day-ahead block,persistence,2019-12-04 23:00:00+00:00,schedule fixed before delivery-day auction clearing,2019-12-05 08:00:00+00:00,9,51.47,50.0,1.4699999999999989
